ozon_id,n_rows,n_answers,n_tasks,n_pages,n_projects,n_pools,active_days,span_days,skip_rate,tasks_per_page_mean,overlap_mean,overlap_std,price_mean,share_gold_tasks,share_rehab_pools,n_gold,gold_acc,gold_acc_std,gold_longest_success_streak,gold_longest_error_streak,gold_recent5_acc,gold_recent10_acc,gold_first5_acc,gold_class_gap,gold_learning_delta,n_regular,reg_agreement_proxy,reg_agreement_std,regular_answer_entropy,regular_answer_mode_share,per_task_sec_median,per_task_sec_mean,per_task_sec_std,fast_task_share,slow_task_share,mean_hour,weekend_share,answer_entropy,answer_mode_share,main_project_share,pct_label_1,answers_per_active_day,answers_per_span_day,gold_share_among_answers
2206609,2,1,2,2,1,1,2,4,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.0,1.0,1.0,1.0,0.5,0.25,
2279286,5,5,5,5,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,48.487876,85.7997688,95.5593121784457,0.0,0.8,14.0,0.0,0.9709505944546686,0.6,1.0,0.4,5.0,5.0,
2303534,20,20,20,20,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,38.722226500000005,45.544856450000005,16.303727835048736,0.0,0.9,20.0,0.0,0.7219280948873623,0.8,1.0,0.8,20.0,20.0,
2307080,1,1,1,1,1,1,1,1,0.0,1.0,99.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,168.781088,168.781088,,0.0,1.0,13.0,0.0,-0.0,1.0,1.0,0.0,1.0,1.0,
2314703,39,39,39,39,2,2,2,2,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,18.364782,22.24174525641026,16.33644179861583,0.0,0.15384615384615385,10.487179487179487,0.0,0.9418285354475157,0.6410256410256411,0.6410256410256411,0.6410256410256411,19.5,19.5,
2436558,20,20,20,20,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,32.198768,59.61644605,80.61499057249205,0.0,0.55,8.0,0.0,0.9927744539878083,0.55,1.0,0.45,20.0,20.0,
2444845,59,59,59,59,3,3,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,82.3636865,94.23246841071429,68.3377266961515,0.0,0.8392857142857143,17.232142857142858,0.0,0.9997927658541268,0.5084745762711864,0.423728813559322,0.4915254237288136,59.0,59.0,
2460090,3,3,3,3,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,17.16305,31.164962666666668,24.539039299204124,0.0,0.3333333333333333,8.0,0.0,0.9182958340544896,0.6666666666666666,1.0,0.6666666666666666,3.0,3.0,
2626863,82,82,82,80,1,10,2,1,0.0,1.0975609756097562,31.573170731707318,44.929308119466384,47.68292682926829,0.012195121951219513,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,56.0,0.7857142857142857,0.41403933560541256,0.954434002924965,0.625,14.0687855,19.307008239837398,15.74486293731473,0.024390243902439025,0.13414634146341464,8.439024390243903,0.9390243902439024,0.9892452969285004,0.5609756097560976,1.0,0.5609756097560976,41.0,82.0,0.012195121951219513
2643699,4074,3444,4074,1435,3,167,20,21,0.15439371624938636,2.9354442808051053,6.454835542464409,18.91132335866505,55.72679430535101,0.07511045655375552,0.03755522827687776,288.0,0.8194444444444444,0.3853190501675073,28.0,4.0,1.0,0.9,0.8,0.06817633141808699,0.09999999999999998,3141.0,0.9219993632601082,0.26821528808762135,0.9723483918119744,0.597580388411334,17.001494,86.77046842114925,149.9954711261132,0.011014344262295082,0.34298155737704916,9.984375,0.24871926229508196,0.9776981731523646,0.5876887340301974,0.9088269454123112,0.5876887340301974,172.2,164.0,0.08362369337979095
